dv2_vulnerability_quartile,keyword,keyword_count,n_lgas,n_reviews,mean_dv2,rank_within_dv2_quartile
Q1 lowest DV2,badly,7,7,7,6.255954618989608,2610
Q1 lowest DV2,beauty,7,4,6,7.0033888384582825,2611
Q1 lowest DV2,beneficial,7,3,7,6.361628045092478,2612
Q1 lowest DV2,benefits,7,7,7,5.540003250390959,2613
Q1 lowest DV2,beti,7,1,5,7.19225449515906,2614
Q1 lowest DV2,bianca,7,3,7,5.19290387883433,2615
Q1 lowest DV2,bought,7,5,6,7.163192155986567,2616
Q1 lowest DV2,bounds,7,7,7,7.09533925942307,2617
Q1 lowest DV2,boxes,7,6,7,6.638952710102738,2618
Q1 lowest DV2,broke,7,6,7,6.256393179189674,2619
Q1 lowest DV2,bubbly,7,6,7,6.576928311220363,2620
Q1 lowest DV2,careless,7,7,7,6.449788673302052,2621
Q1 lowest DV2,carmen,7,4,7,7.075404281758509,2622
Q1 lowest DV2,catch,7,7,7,6.144752918284801,2623
Q1 lowest DV2,centrelink,7,3,4,7.31040963038724,2624
Q1 lowest DV2,charlotte,7,3,7,5.423854032137322,2625
Q1 lowest DV2,chase,7,5,6,6.734255238746045,2626
Q1 lowest DV2,cheers,7,6,7,6.00505082681957,2627
Q1 lowest DV2,cheese,7,6,7,6.18232804554102,2628
Q1 lowest DV2,choices,7,6,7,5.932438823064802,2629
Q1 lowest DV2,choir,7,3,5,6.353910571446131,2630
Q1 lowest DV2,christine,7,4,7,5.570042642995841,2631
Q1 lowest DV2,clovelly,7,1,6,7.74703557312253,2632
Q1 lowest DV2,collaborative,7,6,7,5.714246398875656,2633
Q1 lowest DV2,combined,7,6,7,6.621673595538062,2634
Q1 lowest DV2,comforted,7,6,7,6.716809485098601,2635
Q1 lowest DV2,communicates,7,5,7,6.062342082461443,2636
Q1 lowest DV2,competent,7,7,7,6.908446260862362,2637
Q1 lowest DV2,condition,7,7,7,6.007893763867304,2638
Q1 lowest DV2,confirm,7,4,5,5.82195010835833,2639
Q1 lowest DV2,continuously,7,6,7,6.0031347699068425,2640
Q1 lowest DV2,conversations,7,6,7,6.362920448784196,2641
Q1 lowest DV2,couldnt,7,7,7,6.092436470823006,2642
Q1 lowest DV2,council,7,5,7,7.116600908299858,2643
Q1 lowest DV2,count,7,6,7,6.484998696371193,2644
Q1 lowest DV2,curious,7,6,7,6.317717638433689,2645
Q1 lowest DV2,cycle,7,7,7,6.4746133444815195,2646
Q1 lowest DV2,decide,7,7,7,6.436126516284899,2647
Q1 lowest DV2,deciding,7,6,7,7.036085959822771,2648
Q1 lowest DV2,delay,7,7,7,6.271741352877221,2649
Q1 lowest DV2,delayed,7,7,7,6.792364694134571,2650
Q1 lowest DV2,demand,7,6,7,7.004562484074684,2651
Q1 lowest DV2,denied,7,5,5,6.865052391445458,2652
Q1 lowest DV2,diet,7,5,7,7.06242379973171,2653
Q1 lowest DV2,difficulty,7,7,7,6.507317554672367,2654
Q1 lowest DV2,dog,7,3,5,5.774285200096573,2655
Q1 lowest DV2,doncaster,7,1,6,6.77530017152659,2656
Q1 lowest DV2,drawing,7,4,7,6.77370739647542,2657
Q1 lowest DV2,earth,7,6,7,6.495226238536107,2658
Q1 lowest DV2,edited,7,5,7,7.071836742274774,2659
Q1 lowest DV2,efficiently,7,7,7,6.687513356802058,2660
Q1 lowest DV2,eggs,7,4,6,6.066374002901278,2661
Q1 lowest DV2,entered,7,5,7,6.985374596905894,2662
Q1 lowest DV2,entirely,7,5,7,5.378174713792679,2663
Q1 lowest DV2,essential,7,6,7,6.9076864783390075,2664
Q1 lowest DV2,establishment,7,6,6,5.806651072911886,2665
Q1 lowest DV2,excuses,7,4,6,6.418720223588886,2666
Q1 lowest DV2,exercises,7,5,7,5.999619611532041,2667
Q1 lowest DV2,exploration,7,5,7,7.112592838131152,2668
Q1 lowest DV2,fail,7,6,7,7.034860866701843,2669
Q1 lowest DV2,fairly,7,6,7,6.365224605453902,2670
Q1 lowest DV2,fears,7,4,7,5.926319612720419,2671
Q1 lowest DV2,february,7,5,6,6.916984593302128,2672
Q1 lowest DV2,feelings,7,6,7,5.7844218954486255,2673
Q1 lowest DV2,festivals,7,6,7,6.541443397567259,2674
Q1 lowest DV2,fixed,7,5,7,6.8839229376379745,2675
Q1 lowest DV2,flexibility,7,6,6,6.541946241680212,2676
Q1 lowest DV2,focuses,7,6,7,7.076067222406022,2677
Q1 lowest DV2,forgotten,7,7,7,6.933443785357872,2678
Q1 lowest DV2,frustrating,7,4,7,6.150042733486265,2679
Q1 lowest DV2,furniture,7,5,6,6.623638581931162,2680
Q1 lowest DV2,furthermore,7,6,7,6.288877274741222,2681
Q1 lowest DV2,gaining,7,5,6,6.81488527623962,2682
Q1 lowest DV2,gibbons,7,1,6,6.50887573964497,2683
Q1 lowest DV2,gold,7,7,7,6.196544333231858,2684
Q1 lowest DV2,government,7,5,6,6.854424983491258,2685
Q1 lowest DV2,gradually,7,4,7,7.0673926960783575,2686
Q1 lowest DV2,graduate,7,6,7,6.729117352904544,2687
Q1 lowest DV2,handed,7,5,7,6.9790805660161555,2688
Q1 lowest DV2,hardworking,7,4,7,7.074572628004617,2689
Q1 lowest DV2,hassle,7,6,7,6.898526245805347,2690
Q1 lowest DV2,healthcare,7,2,6,6.549342637722343,2691
Q1 lowest DV2,heavily,7,5,7,6.926597674977004,2692
Q1 lowest DV2,hey,7,5,7,6.230843176098607,2693
Q1 lowest DV2,hiding,7,5,7,6.7527167256804645,2694
Q1 lowest DV2,homestay,7,2,2,6.399271892081812,2695
Q1 lowest DV2,hugs,7,5,7,6.901550295447046,2696
Q1 lowest DV2,hungry,7,7,7,7.120217309150251,2697
Q1 lowest DV2,imagination,7,5,7,6.146552657949756,2698
Q1 lowest DV2,imagined,7,6,6,6.4455052894416855,2699
Q1 lowest DV2,impacted,7,7,7,6.098801930347326,2700
Q1 lowest DV2,implemented,7,6,7,6.623089828091913,2701
Q1 lowest DV2,indeed,7,6,7,6.100344255381662,2702
Q1 lowest DV2,individualized,7,4,7,6.80439756143131,2703
Q1 lowest DV2,inexperienced,7,4,6,5.9060231258563265,2704
Q1 lowest DV2,injuries,7,5,7,7.161066593964142,2705
Q1 lowest DV2,inner,7,5,6,6.936780967405604,2706
Q1 lowest DV2,input,7,7,7,6.589175774529268,2707
Q1 lowest DV2,insight,7,6,7,6.976539576331546,2708
Q1 lowest DV2,instances,7,6,7,6.710266382680568,2709
Q1 lowest DV2,instructors,7,5,7,5.836118115670631,2710
Q1 lowest DV2,intellectually,7,6,7,6.030835279668849,2711
Q1 lowest DV2,invest,7,7,7,6.809263060292975,2712
Q1 lowest DV2,involve,7,6,7,6.435421528214275,2713
Q1 lowest DV2,involvement,7,4,7,6.879910123127686,2714
Q1 lowest DV2,joke,7,6,7,6.085034106565786,2715
Q1 lowest DV2,jumped,7,5,7,6.845464360408871,2716
Q1 lowest DV2,kindest,7,7,7,6.206191915863243,2717
Q1 lowest DV2,knit,7,5,7,6.0319263817998925,2718
Q1 lowest DV2,lacking,7,5,7,6.779596927895872,2719
Q1 lowest DV2,lanes,7,2,4,5.655735217011186,2720
Q1 lowest DV2,larger,7,6,7,6.816033067000068,2721
Q1 lowest DV2,lasting,7,6,7,6.132157881800382,2722
Q1 lowest DV2,lazy,7,5,7,6.878922311743073,2723
Q1 lowest DV2,lie,7,6,7,6.984760791687287,2724
Q1 lowest DV2,lifelong,7,5,6,6.70868515634142,2725
Q1 lowest DV2,lived,7,6,7,5.7810885739883044,2726
Q1 lowest DV2,lobby,7,2,7,6.205602764307217,2727
Q1 lowest DV2,lucy,7,5,7,6.923101952098476,2728
Q1 lowest DV2,lunchtime,7,5,5,6.436146194121294,2729
Q1 lowest DV2,marks,7,5,6,6.887935627220991,2730
Q1 lowest DV2,math,7,5,7,5.989406882058108,2731
Q1 lowest DV2,meetings,7,6,6,6.416935383962105,2732
Q1 lowest DV2,menus,7,5,7,7.5347756302113735,2733
Q1 lowest DV2,minded,7,5,5,6.591416635188018,2734
Q1 lowest DV2,mindful,7,5,7,6.804575442549721,2735
Q1 lowest DV2,monalisa,7,1,6,4.0133779264214,2736
Q1 lowest DV2,moreover,7,5,7,7.385421581854809,2737
Q1 lowest DV2,mulgrave,7,1,7,6.54205607476635,2738
Q1 lowest DV2,multi,7,5,5,7.23324383863171,2739
Q1 lowest DV2,musical,7,5,6,6.114394910696644,2740
Q1 lowest DV2,nancy,7,2,6,6.653908470418306,2741
Q1 lowest DV2,naturally,7,5,7,6.185024673841221,2742
Q1 lowest DV2,negligent,7,4,7,6.050292531813588,2743
Q1 lowest DV2,nightmare,7,6,7,6.259786636354749,2744
Q1 lowest DV2,observations,7,6,7,6.512084508287288,2745
Q1 lowest DV2,observed,7,6,7,7.2177079448899395,2746
Q1 lowest DV2,onsite,7,6,7,6.380801924997399,2747
Q1 lowest DV2,operation,7,6,7,6.259331208084378,2748
Q1 lowest DV2,opposed,7,5,6,6.496126327022334,2749
Q1 lowest DV2,organising,7,7,7,6.510257242956137,2750
Q1 lowest DV2,organize,7,5,7,5.913248723781377,2751
Q1 lowest DV2,ourselves,7,5,7,5.736298093062936,2752
Q1 lowest DV2,outgoing,7,5,6,5.986695922015473,2753
Q1 lowest DV2,oval,7,3,7,6.468678051939482,2754
Q1 lowest DV2,overseas,7,6,7,5.7223589283018095,2755
Q1 lowest DV2,overwhelmed,7,6,7,6.936138546544134,2756
Q1 lowest DV2,participated,7,7,7,6.553816300453448,2757
Q1 lowest DV2,perhaps,7,4,7,5.634477226194283,2758
Q1 lowest DV2,platform,7,7,7,5.788515559251117,2759
Q1 lowest DV2,playful,7,6,7,6.440456574560258,2760
Q1 lowest DV2,positively,7,6,7,6.044970485021508,2761
Q1 lowest DV2,positives,7,6,7,6.798063913612483,2762
Q1 lowest DV2,possibly,7,6,7,7.409240484400572,2763
Q1 lowest DV2,pottery,7,1,6,6.47985989492119,2764
Q1 lowest DV2,practitioner,7,3,6,5.894039547619813,2765
Q1 lowest DV2,prek,7,2,5,7.230045497873223,2766
Q1 lowest DV2,premium,7,5,7,6.205503263456613,2767
Q1 lowest DV2,prescribed,7,1,6,6.50887573964497,2768
Q1 lowest DV2,print,7,4,5,7.339860291868767,2769
Q1 lowest DV2,processes,7,5,7,7.505378594471837,2770
Q1 lowest DV2,programmes,7,6,6,5.629121835320665,2771
Q1 lowest DV2,promise,7,6,7,5.989301422484749,2772
Q1 lowest DV2,prospective,7,5,6,6.232385694852488,2773
Q1 lowest DV2,purpose,7,4,7,6.336194085334969,2774
Q1 lowest DV2,rainy,7,4,7,7.019152893081558,2775
Q1 lowest DV2,reassurance,7,7,7,6.559632719471536,2776
Q1 lowest DV2,reccomend,7,4,6,6.678405604874723,2777
Q1 lowest DV2,recomend,7,5,7,6.893698674426989,2778
Q1 lowest DV2,red,7,6,7,6.75169141580858,2779
Q1 lowest DV2,referral,7,2,3,5.599056813631711,2780
Q1 lowest DV2,replied,7,6,6,6.300690379659199,2781
Q1 lowest DV2,resolve,7,6,7,6.934991729033205,2782
Q1 lowest DV2,respected,7,6,7,6.622312696943339,2783
Q1 lowest DV2,rid,7,6,7,6.5137172840664075,2784
Q1 lowest DV2,ring,7,5,7,7.384870574047005,2785
Q1 lowest DV2,row,7,6,7,6.137413905987555,2786
Q1 lowest DV2,ruined,7,5,7,5.720240859522489,2787
Q1 lowest DV2,rushed,7,4,7,6.3039682044852094,2788
Q1 lowest DV2,searching,7,5,7,6.733452948370101,2789
Q1 lowest DV2,seasonal,7,7,7,6.660388572390251,2790
Q1 lowest DV2,secured,7,3,7,7.228202536037671,2791
Q1 lowest DV2,sees,7,6,7,6.420106072639922,2792
Q1 lowest DV2,serve,7,6,7,6.0369046451999475,2793
Q1 lowest DV2,shower,7,4,5,6.762553649682704,2794
Q1 lowest DV2,sight,7,6,7,7.056365592890453,2795
Q1 lowest DV2,sigma,7,5,6,6.852321227245801,2796
Q1 lowest DV2,socialise,7,7,7,6.914332168892037,2797
Q1 lowest DV2,somewhat,7,7,7,6.765994101829293,2798
Q1 lowest DV2,spotless,7,7,7,6.583752770282076,2799
Q1 lowest DV2,stages,7,4,7,6.109183579779002,2800
Q1 lowest DV2,stick,7,7,7,5.994011670986855,2801
Q1 lowest DV2,sucks,7,6,7,6.7564285948936655,2802
Q1 lowest DV2,supports,7,4,7,6.575060020947133,2803
Q1 lowest DV2,sustainability,7,4,7,6.737119587252096,2804
Q1 lowest DV2,tbh,7,7,7,6.439908422594864,2805
Q1 lowest DV2,terrific,7,7,7,6.744011806354061,2806
Q1 lowest DV2,tests,7,3,5,6.311072445240785,2807
Q1 lowest DV2,therefore,7,5,7,7.029472359079771,2808
Q1 lowest DV2,tho,7,5,6,6.529274366272924,2809
Q1 lowest DV2,thomas,7,3,5,4.98836574228138,2810
Q1 lowest DV2,tomorrow,7,6,7,6.9062930317480085,2811
Q1 lowest DV2,transitions,7,6,7,6.264626432582403,2812
Q1 lowest DV2,travel,7,6,7,6.478189599803812,2813
Q1 lowest DV2,treating,7,7,7,6.931444125080083,2814
Q1 lowest DV2,truth,7,5,7,6.650482856665135,2815
Q1 lowest DV2,type,7,6,7,6.227970822171826,2816
Q1 lowest DV2,uncomfortable,7,6,7,6.657921112733817,2817
Q1 lowest DV2,unfriendly,7,5,7,6.311202382027544,2818
Q1 lowest DV2,upcoming,7,5,7,6.118620029303222,2819
Q1 lowest DV2,updating,7,6,7,6.301282205062045,2820
Q1 lowest DV2,urge,7,7,7,6.722845365831072,2821
Q1 lowest DV2,version,7,7,7,6.536156862773775,2822
Q1 lowest DV2,vibes,7,5,7,7.270120693432772,2823
Q1 lowest DV2,vocabulary,7,6,7,6.85567478593625,2824
Q1 lowest DV2,voice,7,7,7,5.869733486246519,2825
Q1 lowest DV2,weight,7,4,7,6.052740440236553,2826
Q1 lowest DV2,weird,7,5,7,5.952858517781778,2827
Q1 lowest DV2,whoever,7,6,6,7.0349729026423065,2828
Q1 lowest DV2,withdraw,7,5,6,7.528109157228427,2829
Q1 lowest DV2,workshop,7,3,7,6.242772465549608,2830
Q1 lowest DV2,zara,7,2,4,7.636170583138972,2831
Q1 lowest DV2,accepting,6,5,6,6.687064295916336,2832
Q1 lowest DV2,accurate,6,5,6,5.775931634273664,2833
Q1 lowest DV2,achieving,6,6,6,6.417871881461633,2834
Q1 lowest DV2,acknowledge,6,5,6,6.501014997623568,2835
Q1 lowest DV2,act,6,6,6,6.9272749656112795,2836
Q1 lowest DV2,acting,6,5,6,6.0228142296701215,2837
Q1 lowest DV2,adds,6,6,6,6.491240611411257,2838
Q1 lowest DV2,adult,6,6,6,6.70976058595978,2839
Q1 lowest DV2,advantage,6,6,6,6.368293119608306,2840
Q1 lowest DV2,adventures,6,6,6,6.918349378061097,2841
Q1 lowest DV2,advertised,6,3,5,5.408259096993301,2842
Q1 lowest DV2,agreed,6,3,4,6.161189520979391,2843
Q1 lowest DV2,ali,6,3,6,4.73334625811976,2844
Q1 lowest DV2,alike,6,4,6,5.632866493817996,2845
Q1 lowest DV2,alison,6,2,5,7.3878767707885595,2846
Q1 lowest DV2,anita,6,3,5,7.521944212196808,2847
Q1 lowest DV2,anyway,6,6,6,6.455434693448125,2848
Q1 lowest DV2,anyways,6,2,6,5.083129902208609,2849
Q1 lowest DV2,appalling,6,4,6,6.002910162555897,2850
Q1 lowest DV2,apparently,6,3,6,6.938555978487323,2851
Q1 lowest DV2,appears,6,5,5,6.834284190972844,2852
Q1 lowest DV2,apple,6,3,6,6.306290417050359,2853
Q1 lowest DV2,apps,6,6,6,7.240707106601161,2854
Q1 lowest DV2,april,6,6,6,7.13346955496601,2855
Q1 lowest DV2,arm,6,5,6,6.56154372301594,2856
Q1 lowest DV2,arrange,6,5,6,7.106021489755368,2857
Q1 lowest DV2,asian,6,3,3,6.977947901396334,2858
Q1 lowest DV2,atrocious,6,4,6,6.10581754016107,2859
Q1 lowest DV2,attempt,6,6,6,6.560456761923199,2860
Q1 lowest DV2,attractive,6,4,6,6.946298211792739,2861
Q1 lowest DV2,autistic,6,4,6,6.675141580969057,2862
Q1 lowest DV2,award,6,3,4,6.430171525173808,2863
Q1 lowest DV2,backgrounds,6,5,6,5.892380396732314,2864
Q1 lowest DV2,bag,6,5,6,6.411383004568094,2865
Q1 lowest DV2,bec,6,3,5,7.447261395597003,2866
Q1 lowest DV2,begins,6,5,6,6.435257115897044,2867
Q1 lowest DV2,bindu,6,2,6,6.496076401187975,2868
Q1 lowest DV2,birundha,6,1,3,7.52895752895753,2869
Q1 lowest DV2,block,6,4,6,6.692410473638684,2870
Q1 lowest DV2,bored,6,5,5,5.935353985568589,2871
Q1 lowest DV2,bottles,6,5,5,6.748858460339733,2872
Q1 lowest DV2,breeze,6,6,6,5.6523244133271815,2873
Q1 lowest DV2,bubs,6,6,6,6.4920477501006175,2874
Q1 lowest DV2,caitlin,6,3,5,6.972287812841382,2875
Q1 lowest DV2,calming,6,5,6,6.8296990426640205,2876
Q1 lowest DV2,cancelling,6,3,5,6.249860573452971,2877
Q1 lowest DV2,casuals,6,2,5,7.192002761026257,2878
Q1 lowest DV2,caught,6,4,6,6.548251717726651,2879
Q1 lowest DV2,cbd,6,2,6,7.822511529200508,2880
Q1 lowest DV2,centred,6,5,6,7.612286710904712,2881
Q1 lowest DV2,ceremony,6,4,6,7.276610258095069,2882
Q1 lowest DV2,chain,6,3,5,6.749592946848245,2883
Q1 lowest DV2,chairs,6,5,6,7.173203481550115,2884
Q1 lowest DV2,charges,6,4,6,7.645227891645859,2885
Q1 lowest DV2,charging,6,3,4,5.408259096993301,2886
Q1 lowest DV2,cherished,6,5,6,6.720352796925311,2887
Q1 lowest DV2,christ,6,4,6,6.848506237296644,2888
Q1 lowest DV2,circumstances,6,6,6,6.708874278065912,2889
Q1 lowest DV2,clarify,6,5,6,6.776009292690335,2890
Q1 lowest DV2,collaboration,6,5,6,6.75024332732884,2891
Q1 lowest DV2,colleagues,6,3,5,4.807471453244802,2892
Q1 lowest DV2,collected,6,4,6,6.5602266752525,2893
Q1 lowest DV2,commend,6,5,6,6.61680555117774,2894
Q1 lowest DV2,consequences,6,4,6,6.247069043121865,2895
Q1 lowest DV2,content,6,5,6,7.442175157999576,2896
Q1 lowest DV2,continuity,6,5,6,6.575349845463858,2897
Q1 lowest DV2,contribute,6,6,6,6.395027021491027,2898
Q1 lowest DV2,coordination,6,3,6,5.792851228432043,2899
Q1 lowest DV2,coordinator,6,4,6,6.450768523865668,2900
Q1 lowest DV2,core,6,5,6,5.778965411725532,2901
Q1 lowest DV2,correctly,6,6,6,6.107902548949006,2902
Q1 lowest DV2,cousin,6,3,5,7.458417149873045,2903
Q1 lowest DV2,critical,6,6,6,7.257636911358159,2904
Q1 lowest DV2,crowd,6,5,6,7.480532277789268,2905
Q1 lowest DV2,crowded,6,5,6,6.179296338176633,2906
Q1 lowest DV2,dark,6,6,6,6.566894938716349,2907
Q1 lowest DV2,dearly,6,5,6,6.359367170205899,2908
Q1 lowest DV2,dee,6,4,6,7.352590780417135,2909
Q1 lowest DV2,demonstrated,6,5,6,6.648745861586447,2910
Q1 lowest DV2,departure,6,3,3,7.3424967219338155,2911
Q1 lowest DV2,depression,6,5,6,5.930819315963934,2912
Q1 lowest DV2,developmentally,6,5,6,6.642862294334317,2913
Q1 lowest DV2,difficulties,6,5,6,6.90458757292355,2914
Q1 lowest DV2,discussion,6,6,6,6.732011609403181,2915
Q1 lowest DV2,disgusted,6,6,6,7.019605788221461,2916
Q1 lowest DV2,dismissed,6,4,6,6.0092805153952,2917
Q1 lowest DV2,diving,6,2,5,4.910218415741434,2918
Q1 lowest DV2,doc,6,3,4,5.1611651473048505,2919
Q1 lowest DV2,drawn,6,4,6,6.293018578783914,2920
Q1 lowest DV2,dry,6,5,5,6.910020597354266,2921
Q1 lowest DV2,dumb,6,4,6,5.705619466337358,2922
Q1 lowest DV2,duration,6,5,5,6.963946438057225,2923
Q1 lowest DV2,eczema,6,5,6,6.572518396959733,2924
Q1 lowest DV2,edit,6,5,6,7.305675216272484,2925
Q1 lowest DV2,effectively,6,5,6,6.881388692986669,2926
Q1 lowest DV2,ellie,6,3,5,6.128039735380841,2927
Q1 lowest DV2,embrace,6,5,6,6.814610906041703,2928
Q1 lowest DV2,embraced,6,4,6,6.32092665658529,2929
Q1 lowest DV2,embracing,6,4,6,6.671589510558228,2930
Q1 lowest DV2,emilia,6,4,6,5.999178825088059,2931
Q1 lowest DV2,enjoyment,6,5,6,6.622629457281309,2932
Q1 lowest DV2,enrich,6,6,6,6.274273621114592,2933
Q1 lowest DV2,enriched,6,6,6,6.10891080943098,2934
Q1 lowest DV2,entertain,6,5,6,7.257416034954942,2935
Q1 lowest DV2,entrusting,6,5,6,6.512117341109048,2936
Q1 lowest DV2,erin,6,3,6,7.51034658637153,2937
Q1 lowest DV2,esteem,6,3,6,6.21268926169633,2938
Q1 lowest DV2,eva,6,3,3,6.44843116861639,2939
Q1 lowest DV2,expand,6,6,6,5.678144014712527,2940
Q1 lowest DV2,expecting,6,6,6,6.600913953796965,2941
Q1 lowest DV2,explaining,6,5,6,5.882202895682872,2942
Q1 lowest DV2,explanation,6,4,5,6.230415359315924,2943
Q1 lowest DV2,facebook,6,4,5,6.896054351339582,2944
Q1 lowest DV2,false,6,4,5,6.604838425705825,2945
Q1 lowest DV2,fatema,6,1,6,8.02568218298555,2946
Q1 lowest DV2,favour,6,4,6,5.848427401772494,2947
Q1 lowest DV2,favouritism,6,4,5,6.046413426012421,2948
Q1 lowest DV2,fellow,6,6,6,6.150729710804616,2949
Q1 lowest DV2,final,6,6,6,6.375837457112122,2950
Q1 lowest DV2,fitting,6,3,4,7.176026058138525,2951
Q1 lowest DV2,fix,6,5,5,6.4611181177245784,2952
Q1 lowest DV2,flora,6,2,6,6.179608436276769,2953
Q1 lowest DV2,fondly,6,5,6,6.358158941958753,2954
Q1 lowest DV2,foot,6,6,6,6.227472614507872,2955
Q1 lowest DV2,forms,6,6,6,6.762787549589249,2956
Q1 lowest DV2,francesca,6,2,6,7.29567791925495,2957
Q1 lowest DV2,gap,6,5,6,6.248904987699611,2958
Q1 lowest DV2,george,6,2,6,7.41672318435804,2959
Q1 lowest DV2,gift,6,5,6,6.427521478100565,2960
Q1 lowest DV2,gifted,6,2,3,6.828931279751619,2961
Q1 lowest DV2,gonna,6,5,6,6.2645686044944915,2962
Q1 lowest DV2,grass,6,3,6,6.662625922681872,2963
Q1 lowest DV2,greater,6,6,6,6.418409474390551,2964
Q1 lowest DV2,greedy,6,6,6,6.232243854150121,2965
Q1 lowest DV2,greenleaves,6,1,3,7.52895752895753,2966
Q1 lowest DV2,hannah,6,4,6,6.453628432080039,2967
Q1 lowest DV2,happiest,6,5,6,7.11223883211915,2968
Q1 lowest DV2,hardest,6,6,6,6.633626132732211,2969
Q1 lowest DV2,hardly,6,4,6,6.685384293070488,2970
Q1 lowest DV2,healing,6,1,5,6.47985989492119,2971
Q1 lowest DV2,heights,6,1,5,7.52895752895753,2972
Q1 lowest DV2,hell,6,4,4,7.146915800815983,2973
Q1 lowest DV2,heni,6,1,6,7.19225449515906,2974
Q1 lowest DV2,homey,6,6,6,7.061204525425843,2975
Q1 lowest DV2,household,6,6,6,6.868320056797813,2976
Q1 lowest DV2,hug,6,5,6,7.149974449272754,2977
Q1 lowest DV2,ice,6,4,6,6.728671651290017,2978
Q1 lowest DV2,immaculate,6,6,6,6.507035759337758,2979
Q1 lowest DV2,immediate,6,6,6,6.641636037312817,2980
Q1 lowest DV2,impossible,6,6,6,5.70911269068266,2981
Q1 lowest DV2,inclusion,6,4,5,6.372138094605791,2982
Q1 lowest DV2,incorrect,6,6,6,6.563625834853745,2983
Q1 lowest DV2,increased,6,4,6,5.698835973877551,2984
Q1 lowest DV2,independently,6,5,5,7.222419337567018,2985
Q1 lowest DV2,indoors,6,5,6,7.135853938475585,2986
Q1 lowest DV2,infection,6,2,4,6.222620560986985,2987
Q1 lowest DV2,inform,6,5,6,6.974784601110226,2988
Q1 lowest DV2,international,6,3,5,6.026018791303733,2989
Q1 lowest DV2,invited,6,5,6,7.046051962677652,2990
Q1 lowest DV2,jamie,6,2,6,7.814645032664863,2991
Q1 lowest DV2,japanese,6,3,3,6.830881793258705,2992
Q1 lowest DV2,judged,6,3,5,7.422078371029048,2993
Q1 lowest DV2,kinds,6,6,6,7.354037581403297,2994
Q1 lowest DV2,knee,6,3,5,6.216308644926401,2995
Q1 lowest DV2,languages,6,5,6,6.129368177071595,2996
Q1 lowest DV2,laugh,6,6,6,6.818946210129382,2997
Q1 lowest DV2,leg,6,3,3,6.891319166564223,2998
Q1 lowest DV2,lockdowns,6,5,6,6.36885553718918,2999
Q1 lowest DV2,lol,6,6,6,7.033816750761312,3000
Q1 lowest DV2,loop,6,6,6,6.8352961150461065,3001
Q1 lowest DV2,lose,6,6,6,6.311060269142685,3002
Q1 lowest DV2,magic,6,4,6,6.643824351258599,3003
Q1 lowest DV2,magical,6,5,6,5.935093694691223,3004
Q1 lowest DV2,mariam,6,3,6,6.301316779420767,3005
Q1 lowest DV2,mate,6,2,2,6.404818050420883,3006
Q1 lowest DV2,media,6,6,6,6.301535872075401,3007
Q1 lowest DV2,metro,6,4,6,7.306803784449472,3008
Q1 lowest DV2,minimal,6,6,6,5.815189431213903,3009
Q1 lowest DV2,mirella,6,1,6,6.54205607476635,3010
Q1 lowest DV2,mistakes,6,4,6,6.026383376678889,3011
Q1 lowest DV2,mixed,6,5,5,6.981205881598984,3012
Q1 lowest DV2,model,6,6,6,6.339524952803846,3013
Q1 lowest DV2,moves,6,5,6,6.836223035798575,3014
Q1 lowest DV2,moy,6,1,6,3.21199143468951,3015
Q1 lowest DV2,natasha,6,2,6,7.078358035906711,3016
Q1 lowest DV2,native,6,5,6,6.57608055016955,3017
Q1 lowest DV2,news,6,4,6,7.343113805760967,3018
Q1 lowest DV2,notification,6,6,6,6.869431196393084,3019
Q1 lowest DV2,noting,6,5,6,6.424718682932088,3020
Q1 lowest DV2,october,6,6,6,5.734861326766883,3021
Q1 lowest DV2,original,6,4,5,6.559408338328512,3022
Q1 lowest DV2,overwhelmingly,6,4,6,5.8791887187695515,3023
Q1 lowest DV2,page,6,5,6,6.4716067511317545,3024
Q1 lowest DV2,pants,6,5,6,6.7654622702270935,3025
Q1 lowest DV2,peak,6,5,6,5.892820719832122,3026
Q1 lowest DV2,perform,6,4,6,5.697146476589766,3027
Q1 lowest DV2,phil,6,1,5,6.54205607476635,3028
Q1 lowest DV2,pools,6,1,6,4.79134466769706,3029
Q1 lowest DV2,potentially,6,5,6,6.651494488413767,3030
Q1 lowest DV2,preferences,6,3,5,7.234755414164691,3031
Q1 lowest DV2,pregnant,6,5,6,6.266954451987555,3032
Q1 lowest DV2,premises,6,5,6,6.095656820659318,3033
Q1 lowest DV2,preschools,6,4,6,7.361607850409494,3034
Q1 lowest DV2,prescription,6,2,5,5.447420325962835,3035
Q1 lowest DV2,presence,6,5,6,6.390272374439527,3036
Q1 lowest DV2,procedure,6,4,5,5.684997250084322,3037
Q1 lowest DV2,production,6,3,4,6.125895482198152,3038
Q1 lowest DV2,profit,6,4,5,6.703303103307878,3039
Q1 lowest DV2,project,6,3,5,6.8577661720072145,3040
Q1 lowest DV2,promised,6,5,6,7.154357824045209,3041
Q1 lowest DV2,promotes,6,5,6,6.840974665653217,3042
Q1 lowest DV2,pros,6,5,5,6.385960549675251,3043
Q1 lowest DV2,protocols,6,4,6,6.768090676478601,3044
Q1 lowest DV2,purple,6,2,5,6.470671182419085,3045
Q1 lowest DV2,recommendations,6,4,6,6.510502769488177,3046
Q1 lowest DV2,refer,6,6,6,6.073648248142003,3047
Q1 lowest DV2,regard,6,5,6,6.177680606237623,3048
